Starname,Rp,Mp,P,Rs,Ms,Ms-Err,Detection Method,Source,System Detection Method
K00505,2.411,4.782587130206879,87.0905994,0.727,0.825,0.119,Transit,cks,Transit
K00508,2.935,8.010730432668877,7.930587745,0.988,1.066,0.048,Transit,cks,Transit
K00508,2.72,6.180553045506528,16.66591162,0.988,1.066,0.048,Transit,cks,Transit
K00509,2.711,8.380832401920326,4.166962173,0.922,0.978,0.097,Transit,cks,Transit
K00509,2.923,7.489207743086441,11.4634736,0.922,0.978,0.097,Transit,cks,Transit
K00509,2.045,5.260745862634451,39.6027551,0.922,0.978,0.097,Transit,cks,Transit
K00510,2.292,9.112807297024162,2.940304111,1.044,1.081,0.111,Transit,cks,Transit
K00510,2.442,7.229238861608863,6.38901755,1.044,1.081,0.111,Transit,cks,Transit
K00510,2.296,6.058320109568354,14.62698952,1.044,1.081,0.111,Transit,cks,Transit
K00510,2.501,5.659828053224805,35.1185226,1.044,1.081,0.111,Transit,cks,Transit
K00519,3.187,9.589625860163737,11.90350858,1.175,0.969,0.202,Transit,cks,Transit
K00519,3.77,14.489908604410585,34.0350559,1.175,0.969,0.202,Transit,cks,Transit
K00520,2.371,5.453705697391584,12.75934834,0.787,0.86,0.11,Transit,cks,Transit
K00520,1.268,2.1004681173478605,5.43312169,0.787,0.86,0.11,Transit,cks,Transit
K00520,2.602,5.232851920485377,25.75260028,0.787,0.86,0.11,Transit,cks,Transit
K00520,1.377,2.7892299617338923,51.16579,0.787,0.86,0.11,Transit,cks,Transit
K00523,9.289,73.1847822311742,49.41117582,1.324,0.921,0.245,Transit,cks,Transit
K00523,4.496,19.850937262056444,36.8568008,1.324,0.921,0.245,Transit,cks,Transit
K00528,2.4,6.271538525967412,9.57666498,0.883,0.852,0.132,Transit,cks,Transit
K00528,2.9,5.59381786277225,96.6781926,0.883,0.852,0.132,Transit,cks,Transit
K00528,2.484,5.682730713535015,20.55280793,0.883,0.852,0.132,Transit,cks,Transit
K00534,2.438,6.500453869208258,6.400147394,0.821,0.893,0.079,Transit,cks,Transit
K00534,1.708,5.432638616715289,2.735903375,0.821,0.893,0.079,Transit,cks,Transit
K00543,2.142,7.435567660597617,4.302143627,0.784,0.81,0.089,Transit,cks,Transit
K00543,1.371,2.7407269892902675,3.137848829,0.784,0.81,0.089,Transit,cks,Transit
K00546,4.297,19.42050595521529,20.68422311,1.334,1.114,0.253,Transit,cks,Transit
K00546,3.178,10.063843736429279,9.82578435,1.334,1.114,0.253,Transit,cks,Transit
K00551,2.63,6.657814165974951,11.63701734,1.039,0.99,0.131,Transit,cks,Transit
K00551,2.416,7.65176300713496,5.6879831,1.039,0.99,0.131,Transit,cks,Transit
K00555,1.445,3.2681589322961178,3.70175428,0.846,0.878,0.073,Transit,cks,Transit
K00555,2.744,5.086246861249222,86.4947807,0.846,0.878,0.073,Transit,cks,Transit
K00564,4.01,16.766492036820523,21.05358596,1.546,1.242,0.117,Transit,cks,Transit
K00564,9.902,73.91747711434552,127.9075774,1.546,1.242,0.117,Transit,cks,Transit
K00564,2.07,7.661171224723242,6.2171292,1.546,1.242,0.117,Transit,cks,Transit
K00568,1.399,2.9156704047127704,3.383538066,0.86,0.89,0.066,Transit,cks,Transit
K00568,0.841,0.5326656865371917,2.358951515,0.86,0.89,0.066,Transit,cks,Transit
K00569,1.708,5.478886430511164,20.72913358,0.718,0.763,0.105,Transit,cks,Transit
K00569,1.056,1.116863949637957,1.632918853,0.718,0.763,0.105,Transit,cks,Transit
K00572,3.695,14.689233722323895,10.64022272,1.574,1.081,0.138,Transit,cks,Transit
K00572,1.804,6.436040989647478,4.93886507,1.574,1.081,0.138,Transit,cks,Transit
K00573,2.892,8.515261603021388,5.996534997,1.026,1.021,0.173,Transit,cks,Transit
K00573,1.561,4.20867909759928,2.061907358,1.026,1.021,0.173,Transit,cks,Transit
K00574,2.798,5.775278697084019,20.13488968,0.753,0.803,0.084,Transit,cks,Transit
K00574,1.327,2.3943514457659614,10.39990194,0.753,0.803,0.084,Transit,cks,Transit
K00577,2.774,5.305591624130168,39.6769617,0.827,0.841,0.143,Transit,cks,Transit
K00577,0.919,0.7010040337698149,0.638163204,0.827,0.841,0.143,Transit,cks,Transit
K00579,1.363,2.681777497532967,2.020001021,0.75,0.834,0.075,Transit,cks,Transit
K00579,1.397,2.9042814577067855,3.763042361,0.75,0.834,0.075,Transit,cks,Transit
K00584,2.66,6.620686597160878,9.92672514,0.981,1.028,0.082,Transit,cks,Transit
K00584,2.741,5.981902641186169,21.22347296,0.981,1.028,0.082,Transit,cks,Transit
K00584,1.07,1.17438382682126,6.47027579,0.981,1.028,0.082,Transit,cks,Transit
K00590,2.175,6.574200178778559,11.38839971,1.012,1.051,0.24,Transit,cks,Transit
K00590,2.541,5.351502307571444,50.6984448,1.012,1.051,0.24,Transit,cks,Transit
K00597,2.541,5.902725522863568,17.30797625,0.983,0.94,0.129,Transit,cks,Transit
K00597,1.448,3.3227002704174313,2.092269993,0.983,0.94,0.129,Transit,cks,Transit
K00597,2.357,5.026782493914897,52.8147284,0.983,0.94,0.129,Transit,cks,Transit
K00600,2.788,9.693793753014852,3.595769645,1.18,0.932,0.207,Transit,cks,Transit
K00600,3.273,8.9144343146288,294.055263,1.18,0.932,0.207,Transit,cks,Transit
K00601,2.463,7.535439463478992,5.404272197,0.884,0.993,0.155,Transit,cks,Transit
K00601,3.987,11.656597890375906,11.678948452,0.884,0.993,0.155,Transit,cks,Transit
K00601,1.375,2.7530506521640077,1.208465026,0.884,0.993,0.155,Transit,cks,Transit
K00612,1.913,5.72846036266556,20.73991798,0.779,0.839,0.106,Transit,cks,Transit
K00612,2.221,4.881845686930161,47.42766,0.779,0.839,0.106,Transit,cks,Transit
K00612,3.071,5.962782796757316,122.0799221,0.779,0.839,0.106,Transit,cks,Transit
K00620,6.657,42.18636393653628,45.15530074,0.82,0.929,0.172,Transit,cks,Transit
K00620,9.071,70.63741036821025,130.17746603,0.82,0.929,0.172,Transit,cks,Transit
K00623,1.308,2.2616401492754905,10.34971385,1.163,0.857,0.059,Transit,cks,Transit
K00623,1.191,1.6364916377685823,15.67756112,1.163,0.857,0.059,Transit,cks,Transit
K00623,1.112,1.3344520904604371,5.59931973,1.163,0.857,0.059,Transit,cks,Transit
K00623,0.927,0.7378081571421979,25.2099845,1.163,0.857,0.059,Transit,cks,Transit
K00624,2.722,5.948051352980122,17.79002419,0.889,0.995,0.085,Transit,cks,Transit
K00624,2.534,5.108561969372078,49.5675359,0.889,0.995,0.085,Transit,cks,Transit
K00624,1.437,3.2111925300450235,1.31184443,0.889,0.995,0.085,Transit,cks,Transit
K00626,2.42,6.657185402523041,14.58649607,1.199,0.987,0.044,Transit,cks,Transit
K00626,1.017,0.9990424334761425,8.02918943,1.199,0.987,0.044,Transit,cks,Transit
K00627,2.829,9.087114729800302,7.75192492,1.398,1.195,0.095,Transit,cks,Transit
K00627,1.544,4.093517525006892,4.1653651,1.398,1.195,0.095,Transit,cks,Transit
K00638,3.109,8.72711795799108,23.64219092,0.908,0.972,0.165,Transit,cks,Transit
K00638,3.264,9.899741199123172,67.0932997,0.908,0.972,0.165,Transit,cks,Transit
K00647,2.132,9.24537671214626,5.16950177,1.442,0.955,0.172,Transit,cks,Transit
K00647,0.984,0.8850755421361909,8.1134713,1.442,0.955,0.172,Transit,cks,Transit
K00649,3.585,14.41358053176161,23.44971004,2.027,1.492,0.121,Transit,cks,Transit
K00649,1.258,2.1596814061692466,10.2093773,2.027,1.492,0.121,Transit,cks,Transit
K00654,2.224,6.8499947507868795,8.59479202,0.974,0.972,0.233,Transit,cks,Transit
K00654,1.516,3.3748823559492376,10.22214214,0.974,0.972,0.233,Transit,cks,Transit
K00655,2.756,6.496275714368206,25.67212848,1.255,1.098,0.109,Transit,cks,Transit
K00655,2.339,5.1312462105908025,151.8861943,1.255,1.098,0.109,Transit,cks,Transit
K00657,1.815,6.067022933205408,4.069428401,0.683,0.698,0.069,Transit,cks,Transit
K00657,1.934,5.570381689618873,16.28248353,0.683,0.698,0.069,Transit,cks,Transit
K00658,2.517,9.24187220912301,3.162691238,1.029,1.06,0.129,Transit,cks,Transit
K00658,2.346,7.827143769183259,5.370645868,1.029,1.06,0.129,Transit,cks,Transit
K00658,1.396,2.888928007655424,11.32975018,1.029,1.06,0.129,Transit,cks,Transit
K00661,2.095,6.181101329250433,14.40094471,0.975,1.038,0.154,Transit,cks,Transit
K00661,1.28,2.1203093317759016,25.661658,0.975,1.038,0.154,Transit,cks,Transit
K00664,1.596,4.150758555449667,13.13745719,1.078,0.957,0.059,Transit,cks,Transit
K00664,1.123,1.3971404624912482,7.78200916,1.078,0.957,0.059,Transit,cks,Transit
K00664,0.967,0.7918502894060551,23.4432353,1.078,0.957,0.059,Transit,cks,Transit
K00665,3.495,13.768144090246533,5.868068017,1.674,1.313,0.24,Transit,cks,Transit
K00665,1.641,5.0167981668838895,1.611887177,1.674,1.313,0.24,Transit,cks,Transit
K00665,1.604,4.6499747201280375,3.071545396,1.674,1.313,0.24,Transit,cks,Transit
K00671,1.557,4.224942678173468,4.22864988,1.234,1.082,0.311,Transit,cks,Transit
K00671,1.387,2.8939381752894917,7.46662197,1.234,1.082,0.311,Transit,cks,Transit
K00671,1.415,3.0592201327467206,16.25945734,1.234,1.082,0.311,Transit,cks,Transit
K00671,1.202,1.7846897919327218,11.1317519,1.234,1.082,0.311,Transit,cks,Transit
K00672,2.242,5.688714212062664,16.08786478,0.898,0.971,0.07,Transit,cks,Transit
K00672,2.93,6.615900655868003,41.74949827,0.898,0.971,0.07,Transit,cks,Transit
K00678,1.238,1.9446525690714047,6.04045294,0.764,0.867,0.144,Transit,cks,Transit
K00678,1.22,1.825415860314867,4.138536769,0.764,0.867,0.144,Transit,cks,Transit
K00679,2.612,5.835077710772576,31.80474045,1.448,1.174,0.096,Transit,cks,Transit
K00679,1.11,1.354782674619988,16.2583586,1.448,1.174,0.096,Transit,cks,Transit
K00691,3.721,15.25318710490211,29.66629667,1.45,0.927,0.071,Transit,cks,Transit
K00691,1.587,4.216146139701354,16.2254649,1.45,0.927,0.071,Transit,cks,Transit
K00692,1.469,3.466230060307011,2.462342175,1.09,0.991,0.09,Transit,cks,Transit
K00692,2.037,8.235529330899874,4.82297735,1.09,0.991,0.09,Transit,cks,Transit
K00693,2.947,7.204460844295122,28.7795813,1.582,1.137,0.167,Transit,cks,Transit
K00693,3.1,10.074904857858378,15.66057659,1.582,1.137,0.167,Transit,cks,Transit
K00700,2.177,5.368839242208471,30.86437869,0.896,0.788,0.071,Transit,cks,Transit
K00700,1.57,3.977329446067957,9.36063971,0.896,0.788,0.071,Transit,cks,Transit
K00700,1.361,2.532888507556753,14.6671927,0.896,0.788,0.071,Transit,cks,Transit
K00700,1.554,4.4653304542702195,68.1613598,0.896,0.788,0.071,Transit,cks,Transit
K00701,2.122,5.233110097404138,18.16407876,0.707,0.697,0.037,Transit,cks,Transit
K00701,1.44,3.21251136909059,5.714890717,0.707,0.697,0.037,Transit,cks,Transit
K00701,1.873,6.380760651530834,122.3863812,0.707,0.697,0.037,Transit,cks,Transit
K00701,1.54,3.714518450206682,267.283301,0.707,0.697,0.037,Transit,cks,Transit
K00701,0.636,0.22465177964588517,12.4416871,0.707,0.697,0.037,Transit,cks,Transit
K00707,4.529,21.54644871432775,21.77568751,1.609,1.208,0.176,Transit,cks,Transit
K00707,3.939,16.77086666798443,41.0280637,1.609,1.208,0.176,Transit,cks,Transit
K00707,3.483,13.041618165232334,31.78476785,1.609,1.208,0.176,Transit,cks,Transit
