pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,ttv_flag,pl_ratror,pl_ratrorerr1,pl_ratrorerr2,pl_ratrorlim,pl_rvamp,pl_rvamperr1,pl_rvamperr2,pl_rvamplim,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_lum,st_lumerr1,st_lumerr2,st_lumlim,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_age,st_ageerr1,st_ageerr2,st_agelim,st_dens,st_denserr1,st_denserr2,st_denslim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_plx,sy_plxerr1,sy_plxerr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
HD 154345 b,HD 154345,1,1,1,Radial Velocity,2006,W. M. Keck Observatory,Published Confirmed,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,3341.55884000,93.00000000,-93.00000000,0,,,,,,,,,260.62060,22.24810,-22.24810,0,0.82000,0.07000,-0.07000,0,Msini,0.040000,0.050000,-0.050000,0,0,,,,,14.000,0.700,-0.700,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,5468.00,14.00,-14.00,0,0.85,0.01,-0.01,0,0.71,0.07,-0.07,0,-0.110,,,0,[Fe/H],,,,,4.43,0.04,-0.04,0,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17h02m36.59s,255.6524619,+47d05m08.00s,47.0855544,18.2840000,0.0071500,-0.0071500,54.6636000,0.0212277,-0.0212277,6.7600000,0.0120000,-0.0120000,5.0030000,0.0170000,-0.0170000,6.5677100,0.0002250,-0.0002250,2018-09-04 16:14:24,2017-03,2018-09-06
HD 154672 b,HD 154672,1,1,1,Radial Velocity,2008,Las Campanas Observatory,Published Confirmed,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,163.94000000,0.01000000,-0.01000000,0,,,,,,,,,1706.74710,123.95370,-123.95370,0,5.37000,0.39000,-0.39000,0,Msini,0.610000,0.030000,-0.030000,0,0,,,,,225.000,2.000,-2.000,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,5743.00,23.00,-23.00,0,1.32,0.02,-0.02,0,1.18,0.12,-0.12,0,0.250,,,0,[Fe/H],,,,,4.27,0.04,-0.04,0,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17h10m04.97s,257.5206970,-56d26m59.29s,-56.4498041,63.0484000,0.1941500,-0.1941500,15.8321000,0.0484839,-0.0484839,8.2100000,0.0300000,-0.0300000,6.6120000,0.0230000,-0.0230000,8.0373200,0.0002470,-0.0002470,2018-09-04 16:15:57,2017-03,2018-09-06
HD 154857 b,HD 154857,1,1,2,Radial Velocity,2004,Anglo-Australian Telescope,Published Confirmed,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,408.60001000,0.50000000,-0.50000000,0,,,,,,,,,778.68350,34.96130,-34.96130,0,2.45000,0.11000,-0.11000,0,Msini,0.460000,0.020000,-0.020000,0,0,,,,,48.300,1.000,-1.000,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,5589.00,18.00,-18.00,0,2.30,0.06,-0.06,0,1.96,0.12,-0.12,0,-0.220,,,0,[Fe/H],,,,,4.01,0.01,-0.01,0,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17h11m15.89s,257.8161940,-56d40m51.74s,-56.6810380,63.4482000,0.1561500,-0.1561500,15.7321000,0.0385045,-0.0385045,7.2400000,0.0300000,-0.0300000,5.5090000,0.0180000,-0.0180000,7.0483700,0.0002180,-0.0002180,2018-09-04 16:15:57,2017-03,2018-09-06
HD 154857 c,HD 154857,1,1,2,Radial Velocity,2014,Anglo-Australian Telescope,Published Confirmed,0,<a refstr=WITTENMYER_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...783..103W/abstract target=ref> Wittenmyer et al. 2014 </a>,3452.00000000,105.00000000,-105.00000000,0,,,,,,,,,819.97000,50.85000,-50.85000,0,2.58000,0.16000,-0.16000,0,Msini,0.060000,0.050000,-0.050000,0,0,,,,,24.200,1.100,-1.100,0,<a refstr=WITTENMYER_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...783..103W/abstract target=ref> Wittenmyer et al. 2014 </a>,G5 V,5605.00,,,0,1.76,0.06,-0.06,0,1.72,0.03,-0.02,0,-0.200,,,0,[Fe/H],,,,,3.82,,,0,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17h11m15.89s,257.8161940,-56d40m51.74s,-56.6810380,63.4482000,0.1561500,-0.1561500,15.7321000,0.0385045,-0.0385045,7.2400000,0.0300000,-0.0300000,5.5090000,0.0180000,-0.0180000,7.0483700,0.0002180,-0.0002180,2014-05-14,2014-03,2014-05-14
HD 155233 b,HD 155233,1,2,1,Radial Velocity,2015,Anglo-Australian Telescope,Published Confirmed,0,<a refstr=JONES_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...590A..38J/abstract target=ref>Jones et al. 2016</a>,818.80000000,12.10000000,-12.10000000,0,,,,,,,,,826.35800,95.34900,-95.34900,0,2.60000,0.30000,-0.30000,0,Msini,0.040000,0.040000,-0.040000,0,0,,,,,40.500,3.100,-3.100,0,<a refstr=JONES_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...590A..38J/abstract target=ref>Jones et al. 2016</a>,K1 III,4960.00,100.00,-100.00,0,5.03,0.39,-0.39,0,1.69,0.14,-0.14,0,0.080,0.070,-0.070,0,[Fe/H],1.129,0.053,-0.060,0,3.17,0.20,-0.20,0,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17h11m04.35s,257.7681391,-20d39m18.59s,-20.6551640,74.2309000,0.3466500,-0.3466500,13.4431000,0.0624394,-0.0624394,6.8100000,0.0300000,-0.0300000,4.4930000,0.0360000,-0.0360000,6.5449000,0.0004280,-0.0004280,2016-03-16 11:01:25,2016-05,2016-03-17
HD 155358 b,HD 155358,1,1,2,Radial Velocity,2007,McDonald Observatory,Published Confirmed,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,194.30000000,0.30000000,-0.30000000,0,,,,,,,,,314.65170,25.42640,-25.42640,0,0.99000,0.08000,-0.08000,0,Msini,0.170000,0.030000,-0.030000,0,0,,,,,32.000,2.000,-2.000,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,5905.00,13.00,-13.00,0,1.38,0.02,-0.02,0,1.15,0.08,-0.08,0,-0.600,,,0,[Fe/H],,,,,4.22,0.03,-0.03,0,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17h09m34.34s,257.3930947,+33d21m17.74s,33.3549277,43.6197000,0.0472000,-0.0472000,22.8965000,0.0246113,-0.0246113,7.2800000,0.0300000,-0.0300000,5.8080000,0.0180000,-0.0180000,7.1207400,0.0002550,-0.0002550,2018-09-04 16:14:10,2017-03,2018-09-06
HD 155358 c,HD 155358,1,1,2,Radial Velocity,2007,McDonald Observatory,Published Confirmed,0,<a refstr=ROBERTSON_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...749...39R/abstract target=ref> Robertson et al. 2012 </a>,391.90000000,1.00000000,-1.00000000,0,,,,,,,,,261.00000,22.00000,-22.00000,0,0.82000,0.07000,-0.07000,0,Msini,0.160000,0.100000,-0.100000,0,0,,,,,24.900,1.000,-1.000,0,<a refstr=ROBERTSON_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...749...39R/abstract target=ref> Robertson et al. 2012 </a>,G0,5900.00,100.00,-100.00,0,1.38,0.02,-0.02,,0.92,,,0,-0.510,0.060,-0.060,0,[Fe/H],,,,,4.16,0.12,-0.12,0,10.700,,,0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17h09m34.34s,257.3930947,+33d21m17.74s,33.3549277,43.6197000,0.0472000,-0.0472000,22.8965000,0.0246113,-0.0246113,7.2800000,0.0300000,-0.0300000,5.8080000,0.0180000,-0.0180000,7.1207400,0.0002550,-0.0002550,2019-01-28 15:51:34,2012-04,2019-01-31
HD 156279 b,HD 156279,1,1,2,Radial Velocity,2011,Haute-Provence Observatory,Published Confirmed,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,131.05000000,0.54000000,-0.54000000,0,,,,,,,,,3140.16040,219.30270,-219.30270,0,9.88000,0.69000,-0.69000,0,Msini,0.710000,0.020000,-0.020000,0,0,,,,,578.000,20.000,-20.000,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,5453.00,40.00,-40.00,0,0.95,0.02,-0.02,0,0.95,0.08,-0.08,0,0.140,,,0,[Fe/H],,,,,4.46,0.03,-0.03,0,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17h12m23.20s,258.0966686,+63d21m10.02s,63.3527828,36.1945000,0.0360000,-0.0360000,27.5995000,0.0272730,-0.0272730,8.0700000,0.0300000,-0.0300000,6.2690000,0.0230000,-0.0230000,7.8656900,0.0004510,-0.0004510,2018-09-04 16:14:31,2017-03,2018-09-06
HD 156279 c,HD 156279,1,1,2,Radial Velocity,2018,W. M. Keck Observatory,Published Confirmed,0,<a refstr=BRYAN_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...821...89B/abstract target=ref>Bryan et al. 2016</a>,4191.00000000,270.00000000,-310.00000000,0,,,,,,,,,2733.33800,158.91500,-174.80650,0,8.60000,0.50000,-0.55000,0,Msini,0.231000,0.018000,-0.021000,0,0,,,,,110.200,4.800,-5.300,0,<a refstr=BRYAN_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...821...89B/abstract target=ref>Bryan et al. 2016</a>,,,,,,0.95,0.02,-0.02,,0.93,0.04,-0.04,0,,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17h12m23.20s,258.0966686,+63d21m10.02s,63.3527828,36.1945000,0.0360000,-0.0360000,27.5995000,0.0272730,-0.0272730,8.0700000,0.0300000,-0.0300000,6.2690000,0.0230000,-0.0230000,7.8656900,0.0004510,-0.0004510,2018-11-26 11:25:23,2016-04,2018-11-29
HD 156411 b,HD 156411,1,1,1,Radial Velocity,2009,La Silla Observatory,Published Confirmed,0,<a refstr=NAEF_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010A%26A...523A..15N/abstract target=ref> Naef et al. 2010 </a>,842.20000000,14.50000000,-14.50000000,0,,,,,,,,,235.18000,15.89000,-12.71000,0,0.74000,0.05000,-0.04000,0,Msini,0.220000,0.080000,-0.080000,0,0,,,,,14.000,0.800,-0.800,0,<a refstr=NAEF_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010A%26A...523A..15N/abstract target=ref> Naef et al. 2010 </a>,F8 IV/V,5900.00,15.00,-15.00,0,2.16,0.09,-0.09,0,1.25,,,0,-0.120,0.010,-0.010,0,[Fe/H],0.731,,,0,4.07,0.04,-0.04,0,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17h19m51.35s,259.9639522,-48d33m00.83s,-48.5502313,56.8655000,0.1822500,-0.1822500,17.5567000,0.0559331,-0.0559331,6.6700000,0.0300000,-0.0300000,5.1700000,0.0210000,-0.0210000,6.5121000,0.0003900,-0.0003900,2014-06-25,2010-11,2014-06-25
HD 156668 b,HD 156668,1,1,1,Radial Velocity,2010,W. M. Keck Observatory,Published Confirmed,0,<a refstr=HOWARD_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJ...726...73H/abstract target=ref> Howard et al. 2011 </a>,4.64550000,0.00110000,-0.00110000,0,,,,,,,,,4.15000,0.58000,-0.58000,0,0.01300,0.00200,-0.00200,0,Msini,0.000000,,,0,0,,,,,1.890,0.260,-0.260,0,<a refstr=HOWARD_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJ...726...73H/abstract target=ref> Howard et al. 2011 </a>,,4850.00,88.00,-88.00,0,0.72,0.01,-0.01,0,0.77,0.02,-0.02,0,0.050,0.060,-0.060,0,[Fe/H],0.230,0.018,-0.018,0,4.60,0.12,-0.12,0,8.600,4.800,-4.800,0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17h17m40.40s,259.4183491,+29d13m41.38s,29.2281610,24.3323000,0.0165500,-0.0165500,41.0687000,0.0277859,-0.0277859,8.4300000,0.0300000,-0.0300000,6.0040000,0.0200000,-0.0200000,8.1075300,0.0003040,-0.0003040,2019-01-28 15:51:38,2011-01,2019-01-31
HD 156846 b,HD 156846,1,2,1,Radial Velocity,2007,La Silla Observatory,Published Confirmed,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,359.51001000,0.09000000,-0.09000000,0,,,,,,,,,3391.24610,235.19420,-235.19420,0,10.67000,0.74000,-0.74000,0,Msini,0.850000,0.000000,0.000000,0,0,,,,,464.300,3.000,-3.000,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,6090.00,31.00,-31.00,0,1.90,0.04,-0.04,0,1.38,0.14,-0.14,0,0.150,,,0,[Fe/H],,,,,4.02,0.04,-0.04,0,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17h20m34.16s,260.1423366,-19d20m03.71s,-19.3343650,47.7332000,0.1166500,-0.1166500,20.9210000,0.0508131,-0.0508131,6.5000000,0.0300000,-0.0300000,5.1490000,0.0170000,-0.0170000,6.3623000,0.0005555,-0.0005555,2018-09-04 16:15:14,2017-03,2018-09-06
HD 158038 b,HD 158038,1,1,1,Radial Velocity,2011,W. M. Keck Observatory,Published Confirmed,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,521.00000000,6.90000000,-6.90000000,0,,,,,,,,,486.27990,149.38010,-149.38010,0,1.53000,0.47000,-0.47000,0,Msini,0.290000,0.090000,-0.090000,0,0,,,,,33.900,3.300,-3.300,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,4860.00,38.00,-38.00,0,4.50,0.16,-0.16,0,1.30,0.56,-0.56,0,0.190,,,0,[Fe/H],,,,,3.24,0.19,-0.19,0,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17h25m45.49s,261.4395312,+27d18m11.06s,27.3030721,94.8625000,0.2262500,-0.2262500,10.5127000,0.0249546,-0.0249546,7.4700000,0.0300000,-0.0300000,5.1560000,0.0270000,-0.0270000,7.2068000,0.0001740,-0.0001740,2018-09-04 16:13:59,2017-03,2018-09-06
HD 158259 b,HD 158259,1,1,5,Radial Velocity,2020,Haute-Provence Observatory,Published Confirmed,0,<a refstr=HARA_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...636L...6H/abstract target=ref>Hara et al. 2020</a>,2.17800000,0.00009000,-0.00010000,0,,,,,,,,,2.22000,0.39000,-0.45000,0,0.00698,0.00123,-0.00142,0,Msini,,,,,0,,,,,1.051,0.180,-0.190,0,<a refstr=HARA_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...636L...6H/abstract target=ref>Hara et al. 2020</a>,G0,,,,,1.21,0.03,-0.08,0,1.08,0.10,-0.10,0,,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17h25m23.90s,261.3495847,+52d47m25.70s,52.7904721,27.0498000,0.0215000,-0.0215000,36.9399000,0.0291363,-0.0291363,6.4791500,0.0230000,-0.0230000,4.9650000,0.0230000,-0.0230000,6.3069400,0.0003985,-0.0003985,2020-04-10 11:31:29,2020-04,2020-04-16
HD 158259 c,HD 158259,1,1,5,Radial Velocity,2020,Haute-Provence Observatory,Published Confirmed,0,<a refstr=HARA_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...636L...6H/abstract target=ref>Hara et al. 2020</a>,3.43200000,0.00030000,-0.00016000,0,,,,,,,,,5.60000,0.60000,-0.59000,0,0.01762,0.00189,-0.00186,0,Msini,,,,,0,,,,,2.261,0.190,-0.200,0,<a refstr=HARA_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...636L...6H/abstract target=ref>Hara et al. 2020</a>,G0,,,,,1.21,0.03,-0.08,0,1.08,0.10,-0.10,0,,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17h25m23.90s,261.3495847,+52d47m25.70s,52.7904721,27.0498000,0.0215000,-0.0215000,36.9399000,0.0291363,-0.0291363,6.4791500,0.0230000,-0.0230000,4.9650000,0.0230000,-0.0230000,6.3069400,0.0003985,-0.0003985,2020-04-10 11:31:30,2020-04,2020-04-16
HD 158259 d,HD 158259,1,1,5,Radial Velocity,2020,Haute-Provence Observatory,Published Confirmed,0,<a refstr=HARA_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...636L...6H/abstract target=ref>Hara et al. 2020</a>,5.19808140,0.00081860,-0.00088140,0,,,,,,,,,5.41000,0.74000,-0.71000,0,0.01702,0.00233,-0.00223,0,Msini,,,,,0,,,,,1.907,0.220,-0.230,0,<a refstr=HARA_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...636L...6H/abstract target=ref>Hara et al. 2020</a>,G0,,,,,1.21,0.03,-0.08,0,1.08,0.10,-0.10,0,,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17h25m23.90s,261.3495847,+52d47m25.70s,52.7904721,27.0498000,0.0215000,-0.0215000,36.9399000,0.0291363,-0.0291363,6.4791500,0.0230000,-0.0230000,4.9650000,0.0230000,-0.0230000,6.3069400,0.0003985,-0.0003985,2020-04-10 11:31:30,2020-04,2020-04-16
HD 158259 e,HD 158259,1,1,5,Radial Velocity,2020,Haute-Provence Observatory,Published Confirmed,0,<a refstr=HARA_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...636L...6H/abstract target=ref>Hara et al. 2020</a>,7.95100000,0.00220000,-0.00210000,0,,,,,,,,,6.08000,0.94000,-1.03000,0,0.01913,0.00296,-0.00324,0,Msini,,,,,0,,,,,1.857,0.260,-0.290,0,<a refstr=HARA_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...636L...6H/abstract target=ref>Hara et al. 2020</a>,G0,,,,,1.21,0.03,-0.08,0,1.08,0.10,-0.10,0,,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17h25m23.90s,261.3495847,+52d47m25.70s,52.7904721,27.0498000,0.0215000,-0.0215000,36.9399000,0.0291363,-0.0291363,6.4791500,0.0230000,-0.0230000,4.9650000,0.0230000,-0.0230000,6.3069400,0.0003985,-0.0003985,2020-04-10 11:31:32,2020-04,2020-04-16
HD 158259 f,HD 158259,1,1,5,Radial Velocity,2020,Haute-Provence Observatory,Published Confirmed,0,<a refstr=HARA_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...636L...6H/abstract target=ref>Hara et al. 2020</a>,12.02800000,0.00900000,-0.00900000,0,,,,,,,,,6.14000,1.31000,-1.37000,0,0.01932,0.00412,-0.00431,0,Msini,,,,,0,,,,,1.633,0.350,-0.340,0,<a refstr=HARA_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...636L...6H/abstract target=ref>Hara et al. 2020</a>,G0,,,,,1.21,0.03,-0.08,0,1.08,0.10,-0.10,0,,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17h25m23.90s,261.3495847,+52d47m25.70s,52.7904721,27.0498000,0.0215000,-0.0215000,36.9399000,0.0291363,-0.0291363,6.4791500,0.0230000,-0.0230000,4.9650000,0.0230000,-0.0230000,6.3069400,0.0003985,-0.0003985,2020-04-10 11:31:32,2020-04,2020-04-16
HD 158996 b,HD 158996,1,1,1,Radial Velocity,2018,Bohyunsan Optical Astronomical Observatory,Published Confirmed,0,<a refstr=BANG_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018JKAS...51...17B/abstract target=ref>Bang et al. 2018</a>,820.20000000,14.00000000,-14.00000000,0,,,,,,,,,4449.62000,731.00900,-731.00900,0,14.00000,2.30000,-2.30000,0,Msini,0.130000,0.050000,-0.050000,0,0,,,,,207.000,14.000,-14.000,0,<a refstr=BANG_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018JKAS...51...17B/abstract target=ref>Bang et al. 2018</a>,K5 III,4069.00,30.00,-30.00,0,50.30,4.30,-4.30,0,1.80,0.30,-0.30,0,-0.200,0.100,-0.100,0,[Fe/H],3.015,,,0,1.40,0.10,-0.10,0,1.600,0.600,-0.600,0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17h19m37.23s,259.9051092,+80d08m11.05s,80.1364033,283.6590000,4.5730000,-4.5730000,3.4976500,0.0563934,-0.0563934,5.7229100,0.0230000,-0.0230000,2.1330000,0.2320000,-0.2320000,5.1860900,0.0032928,-0.0032928,2018-04-09 16:47:10,2018-02,2018-04-12
HD 159243 b,HD 159243,1,1,2,Radial Velocity,2013,Haute-Provence Observatory,Published Confirmed,0,<a refstr=MOUTOU_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A%26A...563A..22M/abstract target=ref> Moutou et al. 2014 </a>,12.62000000,0.00400000,-0.00400000,0,,,,,,,,,359.13000,15.89000,-15.89000,0,1.13000,0.05000,-0.05000,0,Msini,0.020000,0.018000,-0.018000,0,0,,,,,91.100,2.100,-2.100,0,<a refstr=MOUTOU_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A%26A...563A..22M/abstract target=ref> Moutou et al. 2014 </a>,G0 V,6123.00,65.00,-65.00,0,1.12,0.05,-0.05,0,1.12,0.03,-0.03,0,0.050,0.040,-0.040,0,[Fe/H],0.114,,,0,4.55,0.11,-0.11,0,1.250,1.100,-1.100,0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17h33m21.49s,263.3395365,+05d42m02.97s,5.7008254,73.3055000,0.2351000,-0.2351000,13.6128000,0.0434250,-0.0434250,8.6500000,0.0300000,-0.0300000,7.2970000,0.0210000,-0.0210000,8.5118800,0.0004420,-0.0004420,2014-05-14,2014-03,2014-05-14
HD 159243 c,HD 159243,1,1,2,Radial Velocity,2013,Haute-Provence Observatory,Published Confirmed,0,<a refstr=MOUTOU_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A%26A...563A..22M/abstract target=ref> Moutou et al. 2014 </a>,248.40000000,4.90000000,-4.90000000,0,,,,,,,,,603.90000,41.32000,-41.32000,0,1.90000,0.13000,-0.13000,0,Msini,0.075000,0.050000,-0.050000,0,0,,,,,56.600,3.300,-3.300,0,<a refstr=MOUTOU_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A%26A...563A..22M/abstract target=ref> Moutou et al. 2014 </a>,G0 V,6123.00,65.00,-65.00,0,1.12,0.05,-0.05,0,1.12,0.03,-0.03,0,0.050,0.040,-0.040,0,[Fe/H],0.114,,,0,4.55,0.11,-0.11,0,1.250,1.100,-1.100,0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17h33m21.49s,263.3395365,+05d42m02.97s,5.7008254,73.3055000,0.2351000,-0.2351000,13.6128000,0.0434250,-0.0434250,8.6500000,0.0300000,-0.0300000,7.2970000,0.0210000,-0.0210000,8.5118800,0.0004420,-0.0004420,2014-05-14,2014-03,2014-05-14
